Chr	start	end	pid	gid	strand	Pheno170727	Pheno220411	Pheno170804	Pheno220410	Pheno220116	Pheno200304	Pheno211125	Pheno210103	Pheno211133	Pheno171012	Pheno170907	Pheno220101	Pheno211121	Pheno171112	Pheno171303	Pheno180108	Pheno171113	Pheno220402	Pheno171115	Pheno171310	Pheno200302	Pheno240104	Pheno220112	
1	70179468	70180069	1:70179468-70180069	1:70179468:70180069:clu_24	-	-0.4375994820896921	0.2463785340004393	-0.3483931979647055	-1.314664285704128	0.6744897501960817	2.0650089265293903	-1.3326864231966629	-0.07888292033354571	-1.4300780795660566	-0.6189821111227124	1.952337031784376	-1.2145155953195004	0.5046958802141912	0.4792841070157472	0.8235775424319555	-1.495705030131018	0.23864967143105043	0.06383476477874675	-0.10148977168714118	-0.10903635803971848	1.568491521665527	0.412953451018756	-0.10148977168714118	
1	70179468	70180105	1:70179468-70180105	1:70179468:70180105:clu_24	-	0.5653197649428527	-0.23864967143105043	0.4211402187320422	1.0838233868190816	-0.5830194014817831	-1.904183978690603	1.1837123561092824	0.3804750490830842	1.2970593159773594	0.7030318063432054	-2.3087387291928314	1.1837123561092824	-0.5565362633669821	-0.4792841070157471	-0.7719909958086445	1.370090404958526	0.12414861736571614	-0.011257550388904426	0.17728894084328786	0.30878506606110895	-1.7813805749396305	-0.20787145065533044	0.21554642922476452	
1	99418882	99419416	1:99418882-99419416	1:99418882:99419416:clu_93	+	0.9340087078612657	-0.018763288596579355	-0.4625142652384369	0.5304378584592352	0.33248778985768923	1.314664285704128	-1.2798474210113526	-0.41295345101875613	1.0441690455889425	0.5653197649428527	-1.3326864231966629	-0.5304378584592354	-0.3966619447768014	-0.08641348877217013	-1.680735143069141	-0.41295345101875613	-2.3087387291928314	-0.496189839300189	0.8997309038746149	0.5565362633669819	1.0313105563203888	-0.04880105135886333	1.952337031784376	
1	99418882	99422640	1:99418882-99422640	1:99418882:99422640:clu_93	+	-0.16206142237178378	-1.2145155953195004	-0.1317151767001214	-0.8997309038746149	0.911037815635659	-0.3483931979647055	1.5190793853858873	-1.3326864231966629	-1.139508756898762	-0.13928928473189323	1.7123817106205173	-0.3804750490830842	-0.4293553107562482	-0.7321584586268274	1.7458425016967574	-1.139508756898762	0.6839417073613084	1.4731204398666056	1.370090404958526	0.4708826327304626	0.4211402187320422	-0.4625142652384369	-1.0441690455889425	
1	99419499	99422640	1:99419499-99422640	1:99419499:99422640:clu_93	+	-0.45417816314354853	1.19897177138549	0.33248778985768923	0.8997309038746149	-0.24637853400043944	0.7821409611134539	-0.6839417073613084	1.543314484097467	0.3166660581269695	-0.5218189314362064	-1.0060921229636042	0.9814978271593555	0.8026869655146596	0.7030318063432054	-0.5477954905403961	1.451263191057739	0.7619199464594948	-1.3895332457446954	-2.6127371245687168	-1.1687237000195951	-1.451263191057739	0.6009036055229637	-0.6372652288413891	
1	145292154	145292510	1:145292154-145292510	1:145292154:145292510:clu_94	+	0.17728894084328786	0.6934551667172304	-1.5190793853858873	-0.4625142652384369	1.1112353339257344	-1.0838233868190816	-0.7420057821092751	-1.7813805749396305	-0.0037524463431286895	-1.1687237000195951	0.21554642922476452	0.21554642922476452	-1.451263191057739	2.3087387291928314	0.17728894084328786	1.4731204398666056	0.21554642922476452	-0.41295345101875613	0.16967026370190358	1.6506875309450821	0.20787145065533044	-0.9937198390103544	0.7223816261624396	
1	145292154	145292513	1:145292154-145292513	1:145292154:145292513:clu_94	+	0.011257550388904287	-0.7420057821092751	1.4300780795660566	0.513238595418166	-1.19897177138549	0.9340087078612657	0.5565362633669819	1.4957050301310184	0.20020869749304873	1.5190793853858873	-0.3483931979647055	-0.2618810190728091	1.4957050301310184	-1.4095160372914735	-0.06383476477874689	-1.8600796949211218	-0.06383476477874689	0.3166660581269695	-0.23864967143105043	-2.0650089265293903	-0.3804750490830842	1.4300780795660566	-0.9814978271593555	
10	10048464	10075613	10:10048464-10075613	10:10048464:10075613:clu_95	-	0.9694206981387788	-1.097426281618917	2.0650089265293903	0.4458735036982277	-0.9110378156356589	0.26965569339578116	-1.7458425016967574	-0.10148977168714118	-1.3895332457446954	-2.13288535824649	-0.4792841070157471	0.4375994820896921	-0.9340087078612657	-0.04128854096920832	0.3245667678585206	0.9694206981387788	0.20787145065533044	1.4300780795660566	-0.3087850660611088	-0.3245667678585206	1.370090404958526	-0.018763288596579355	0.6464869098863669	
10	10070035	10075613	10:10070035-10075613	10:10070035:10075613:clu_95	-	-0.5390963713241446	1.568491521665527	-1.568491521665527	-0.5830194014817831	0.8885378654601361	-0.33248778985768906	1.4300780795660566	0.16967026370190358	1.568491521665527	1.8600796949211218	0.27744670170567476	-0.6189821111227124	0.8235775424319555	0.08641348877216999	-0.5830194014817831	-1.1252596048776409	-0.124148617365716	-1.3326864231966629	0.412953451018756	0.18491792265664567	-1.543314484097467	0.300923206393259	-0.9456808804796047	
10	26392497	26412851	10:26392497-26412851	10:26392497:26412851:clu_96	-	-0.8026869655146596	-0.9694206981387788	-0.17728894084328786	1.4300780795660566	-0.8130878977050046	0.1317151767001214	1.2970593159773594	-1.1112353339257344	-0.513238595418166	-0.41295345101875613	-1.3895332457446954	1.018620362229843	0.2463785340004393	-1.0060921229636042	-0.6744897501960817	-1.2465164595577933	-0.11658915932104759	0.05631631702215188	1.2970593159773594	1.62206038574343	0.9456808804796046	-0.7420057821092751	1.370090404958526	
